tick,health,armor,ammo_bullets,ammo_shells,ammo_cells,ammo_rockets,pos_x,pos_y,pos_z,mom_x,mom_y,mom_z,speed,health_delta,ammo_bullets_delta,ammo_shells_delta,ammo_cells_delta,ammo_rockets_delta,distance_delta,damage_count,attack_down,cheats_flag,god_mode,noclip,infinite_ammo,speedhack,damage_attempts,shots_fired,player_state
660,100,0,50,0,0,0,-300,-1342,37,-2293760,31468,-524288,35.9059,0,0,0,0,0,70.0066,0,0,256,0,0,0,1,0,0,0
663,100,0,50,0,0,0,-405,-1341,10,-2293760,31468,-720896,36.6910,0,0,0,0,0,105.0099,0,0,256,0,0,0,1,0,0,0
665,100,0,50,0,0,0,-475,-1340,0,-1881600,25620,0,28.7136,0,0,0,0,0,70.0066,0,0,256,0,0,0,1,0,0,0
668,100,0,50,0,0,0,-569,-1338,0,-2293760,74665,0,35.0185,0,0,0,0,0,94.2087,0,0,256,0,0,0,1,0,0,0
670,100,0,50,0,0,0,-639,-1335,0,-1881600,81060,0,28.7376,0,0,0,0,0,70.0501,0,0,256,0,0,0,1,0,0,0
673,100,0,50,0,0,0,-692,-1332,8,-1038870,44520,0,15.8664,0,0,0,0,0,52.3535,0,0,256,0,0,0,1,0,0,0
675,100,0,50,0,0,0,-692,-1331,8,-699300,29610,0,10.6800,0,0,0,0,0,1.2337,0,0,256,0,0,0,1,0,0,0
678,100,0,50,0,0,0,-692,-1330,8,-386400,16170,0,5.9012,0,0,0,0,0,1.1215,0,0,256,0,0,0,1,0,0,0
680,100,0,50,0,0,0,-692,-1329,8,7773,120868,0,1.8481,0,0,0,0,0,0.9192,0,0,256,0,0,0,1,0,0,0
683,100,0,50,0,0,0,-677,-1318,8,1028916,505585,-131072,17.6070,0,0,0,0,0,18.2221,0,0,256,0,0,0,1,0,0,0
685,100,0,50,0,0,0,-639,-1300,3,188670,0,-262144,4.9283,0,0,0,0,0,42.5051,0,0,256,0,0,0,1,0,0,0
688,100,0,50,0,0,0,-622,-1301,0,1023628,-94621,0,15.6859,0,0,0,0,0,16.5950,0,0,256,0,0,0,1,0,0,0
690,100,0,50,0,0,0,-583,-1304,0,2145028,-237946,0,32.9313,0,0,0,0,0,39.1016,0,0,256,0,0,0,1,0,0,0
693,100,0,50,0,0,0,-481,-1320,0,2293760,-595014,0,36.1584,0,0,0,0,0,103.9217,0,0,256,0,0,0,1,0,0,0
695,100,0,50,0,0,0,-411,-1340,0,2293760,-844102,0,37.2947,0,0,0,0,0,72.8486,0,0,256,0,0,0,1,0,0,0
698,100,0,50,0,0,0,-306,-1396,0,2293760,-2087100,0,47.3203,0,0,0,0,0,118.9102,0,0,256,0,0,0,1,0,0,0
700,100,0,50,0,0,0,-236,-1463,0,2293760,-2293760,0,49.4975,0,0,0,0,0,96.7909,0,0,256,0,0,0,1,0,0,0
703,100,0,50,0,0,0,-144,-1514,0,2062984,276151,0,31.7594,0,0,0,0,0,105.0352,0,0,256,0,0,0,1,0,0,0
705,100,0,50,0,0,0,-87,-1507,0,1388100,185640,0,21.3693,0,0,0,0,0,57.8101,0,0,256,0,0,0,1,0,0,0
708,100,0,50,0,0,0,-84,-1496,0,126885,340765,0,5.5484,0,0,0,0,0,11.4322,0,0,256,0,0,0,1,0,0,0
710,100,0,50,0,0,0,-84,-1479,0,-15685,1360477,0,20.7606,0,0,0,0,0,17.2797,0,0,256,0,0,0,1,0,0,0
713,100,0,50,0,0,0,-94,-1394,0,-691285,2293760,0,36.5549,0,0,0,0,0,84.9700,0,0,256,0,0,0,1,0,0,0
715,100,0,50,0,0,0,-120,-1324,0,-842940,1881600,0,31.4604,0,0,0,0,0,74.7512,0,0,256,0,0,0,1,0,0,0
718,100,0,50,0,0,0,-152,-1253,0,-465570,1038450,0,17.3651,0,0,0,0,0,78.4385,0,0,256,0,0,0,1,0,0,0
720,100,0,50,0,0,0,-165,-1224,0,-313530,698670,0,11.6851,0,0,0,0,0,31.6091,0,0,256,0,0,0,1,0,0,0
723,100,0,50,0,0,0,-177,-1197,0,-173250,385350,0,6.4469,0,0,0,0,0,29.1316,0,0,256,0,0,0,1,0,0,0
725,100,0,50,0,0,0,-182,-1186,0,-116760,259140,0,4.3370,0,0,0,0,0,11.7349,0,0,256,0,0,0,1,0,0,0
728,100,0,50,0,0,0,-186,-1177,0,-64680,142800,0,2.3920,0,0,0,0,0,10.8136,0,0,256,0,0,0,1,0,0,0
730,100,0,50,0,0,0,-186,-1175,0,247249,-278211,0,5.6793,0,0,0,0,0,1.4407,0,0,256,0,0,0,1,0,0,0
733,100,0,50,0,0,0,-176,-1186,0,136080,-153720,0,3.1326,0,0,0,0,0,14.1572,0,0,256,0,0,0,1,0,0,0
735,100,0,50,0,0,0,-173,-1190,0,91350,-103740,0,2.1092,0,0,0,0,0,5.7024,0,0,256,0,0,0,1,0,0,0
738,100,0,50,0,0,0,-169,-1194,0,50190,-57540,0,1.1651,0,0,0,0,0,5.2610,0,0,256,0,0,0,1,0,0,0
740,100,0,50,0,0,0,-168,-1196,0,33600,-38850,0,0.7838,0,0,0,0,0,2.1212,0,0,256,0,0,0,1,0,0,0
743,100,0,50,0,0,0,-175,-1207,0,-627019,-813765,0,15.6755,0,0,0,0,0,13.9088,0,0,256,0,0,0,1,0,0,0
745,100,0,50,0,0,0,-193,-1230,0,-422100,-547680,0,10.5509,0,0,0,0,0,28.5363,0,0,256,0,0,0,1,0,0,0
748,100,0,50,0,0,0,-209,-1251,0,-233100,-302610,0,5.8285,0,0,0,0,0,26.3112,0,0,256,0,0,0,1,0,0,0
750,100,0,50,0,0,0,-213,-1264,0,137550,-809185,0,12.5243,0,0,0,0,0,13.5418,0,0,256,0,0,0,1,0,0,0
753,100,0,50,0,0,0,-194,-1317,0,576450,-1287930,0,21.5309,0,0,0,0,0,57.0227,0,0,256,0,0,0,1,0,0,0
755,100,0,50,0,0,0,-178,-1353,0,387660,-866670,0,14.4870,0,0,0,0,0,39.1920,0,0,256,0,0,0,1,0,0,0
758,100,0,50,0,0,0,-165,-1392,0,-76005,-1302924,0,19.9148,0,0,0,0,0,41.3507,0,0,256,0,0,0,1,0,0,0
760,100,0,50,0,0,0,-172,-1438,0,-703369,-2106393,0,33.8856,0,0,0,0,0,45.7394,0,0,256,0,0,0,1,0,0,0
763,100,0,50,0,0,0,-224,-1516,0,-1622527,203790,0,24.9523,0,0,0,0,0,94.5538,0,0,256,0,0,0,1,0,0,0
765,100,0,50,0,0,0,-281,-1505,0,-2293760,896463,0,37.5781,0,0,0,0,0,57.1942,0,0,256,0,0,0,1,0,0,0
