tick,health,armor,ammo_bullets,ammo_shells,ammo_cells,ammo_rockets,pos_x,pos_y,pos_z,mom_x,mom_y,mom_z,speed,health_delta,ammo_bullets_delta,ammo_shells_delta,ammo_cells_delta,ammo_rockets_delta,distance_delta,damage_count,attack_down,cheats_flag,god_mode,noclip,infinite_ammo,speedhack,damage_attempts,shots_fired,player_state
343,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,1,0,0,0,0,0,0,0,0
345,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,1,0,0,0,0,0,0,0,0
348,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,1,0,0,0,0,0,0,0,0
350,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,1,0,0,0,0,0,0,0,0
353,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
355,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
358,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
360,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
363,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
365,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
368,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
370,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
373,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
375,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
378,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
380,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
383,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
385,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
388,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
390,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
393,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
395,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
398,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
400,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
403,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
405,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
408,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
410,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
413,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
415,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
418,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
420,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
423,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
425,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
428,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
430,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
433,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
435,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
438,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
440,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
443,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
445,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
448,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
450,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
453,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
455,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
458,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
460,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
463,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
465,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
468,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
470,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
473,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
475,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
478,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
480,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
483,100,0,50,0,0,0,152,-1344,64,0,0,0,0.0000,0,0,0,0,0,0.0000,0,0,0,0,0,0,0,0,0,0
485,100,0,50,0,0,0,149,-1343,64,-371389,101856,0,5.8762,0,0,0,0,0,2.7500,0,0,0,0,0,0,0,0,0,0
488,100,0,50,0,0,0,125,-1337,64,-735367,66676,0,11.2668,0,0,0,0,0,25.5994,0,0,0,0,0,0,0,0,0,0
490,100,0,50,0,0,0,104,-1335,64,-494970,44730,0,7.5834,0,0,0,0,0,20.5105,0,0,0,0,0,0,0,0,0,0
493,100,0,50,0,0,0,85,-1333,64,-353954,185587,0,6.0983,0,0,0,0,0,18.9113,0,0,0,0,0,0,0,0,0,0
495,100,0,50,0,0,0,74,-1325,64,-385034,418057,0,8.6723,0,0,0,0,0,13.4274,0,0,0,0,0,0,0,0,0,0
498,100,0,50,0,0,0,56,-1303,64,-413804,632467,0,11.5327,0,0,0,0,0,29.1571,0,0,0,0,0,0,0,0,0,0
500,100,0,50,0,0,0,43,-1283,64,-425354,718777,0,12.7442,0,0,0,0,0,23.7262,0,0,0,0,0,0,0,0,0,0
503,100,0,50,0,0,0,26,-1247,64,-142327,945050,0,14.5829,0,0,0,0,0,39.4490,0,0,0,0,0,0,0,0,0,0
505,100,0,60,0,0,0,25,-1220,64,197557,782353,0,12.3125,0,10,0,0,0,27.5169,0,0,0,0,0,0,0,0,0,0
508,100,0,60,0,0,0,32,-1190,64,108780,431550,0,6.7909,0,0,0,0,0,30.6933,0,0,0,0,0,0,0,0,0,0
510,100,0,60,0,0,0,35,-1178,64,-88294,209562,0,3.4699,0,0,0,0,0,12.3585,0,0,0,0,0,0,0,0,0,0
513,100,0,60,0,0,0,32,-1188,64,-93306,-624048,0,9.6281,0,0,0,0,0,10.9585,0,0,0,0,0,0,0,0,0,0
515,100,0,60,0,0,0,31,-1209,64,109432,-846211,0,13.0197,0,0,0,0,0,21.1852,0,0,0,0,0,0,0,0,0,0
518,100,0,60,0,0,0,42,-1250,64,308391,-928682,0,14.9315,0,0,0,0,0,41.9240,0,0,0,0,0,0,0,0,0,0
520,100,0,60,0,0,0,51,-1278,64,192261,-952832,0,14.8321,0,0,0,0,0,29.7639,0,0,0,0,0,0,0,0,0,0
523,100,0,60,0,0,0,58,-1322,64,85161,-975092,0,14.9354,0,0,0,0,0,44.5449,0,0,0,0,0,0,0,0,0,0
525,100,0,60,0,0,0,60,-1352,64,50820,-803880,0,12.2907,0,0,0,0,0,29.9161,0,0,0,0,0,0,0,0,0,0
528,100,0,60,0,0,0,62,-1383,64,27720,-443940,0,6.7872,0,0,0,0,0,30.6494,0,0,0,0,0,0,0,0,0,0
530,100,0,60,0,0,0,63,-1395,64,18480,-299040,0,4.5717,0,0,0,0,0,12.3575,0,0,0,0,0,0,0,0,0,0
533,100,0,60,0,0,0,63,-1406,64,-89817,-315272,0,5.0021,0,0,0,0,0,11.4034,0,0,0,0,0,0,0,0,0,0
535,100,0,60,0,0,0,59,-1418,64,-241468,-485908,0,8.2794,0,0,0,0,0,11.7563,0,0,0,0,0,0,0,0,0,0
538,100,0,60,0,0,0,48,-1444,64,-97897,-823200,0,12.6495,0,0,0,0,0,28.7114,0,0,0,0,0,0,0,0,0,0
540,100,2,60,0,0,0,46,-1471,64,34902,-1006907,0,15.3734,0,0,0,0,0,26.7262,0,0,0,0,0,0,0,0,0,0
543,100,2,60,0,0,0,48,-1518,64,-139901,-987141,0,15.2131,0,0,0,0,0,47.5261,0,0,0,0,0,0,0,0,0,0
545,100,2,60,0,0,0,42,-1544,64,-288255,-402269,0,7.5513,0,0,0,0,0,26.0690,0,0,0,0,0,0,0,0,0,0
548,100,2,60,0,0,0,35,-1542,64,-48663,441954,0,6.7844,0,0,0,0,0,6.6142,0,0,0,0,0,0,0,0,0,0
550,100,2,60,0,0,0,35,-1527,64,35550,618025,0,9.4459,0,0,0,0,0,15.0031,0,0,0,0,0,0,0,0,0,0
553,100,2,60,0,0,0,38,-1496,64,123465,778012,0,12.0201,0,0,0,0,0,31.2140,0,0,0,0,0,0,0,0,0,0
555,100,2,60,0,0,0,42,-1471,64,158955,842482,0,13.0821,0,0,0,0,0,24.6226,0,0,0,0,0,0,0,0,0,0
